,text,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count,tokenized_text,token_texts,no_of_question_marks,no_of_exclamation_marks,no_of_hashtags,no_of_mentions,no_of_urls,cleaned_text,no_of_colon_marks,no_of_words
1164,"डालीगंज और परिवर्तन चौक, लखनऊ में युपी पुलिस पर #देशी_कट्टे और #पत्थर से #हमले 😡

@myogiadityanath जी हमला करने वा… https://t.co/MtMpPuKw5C",19-12-2019 14:58,,hi,,,298,892,"Engineer, District President- National Anti Corruption & Operation Committee of India, Simple, Smart, Honest and Indian 🇮🇳","Haryana, India",278983117,08-04-2011 10:47,FALSE,FALSE,,0,124,FALSE,,182,FALSE,Er Chandan Mishra,,SrChandanMishra,TRUE,0099B9,http://pbs.twimg.com/profile_images/992994410089537536/pKQXN3rs_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['ड', 'ा', 'ल', 'ी', 'ग', 'ं', 'ज', 'और', 'पर', 'ि', 'वर', '्', 'तन', 'च', 'ौ', 'क', ',', 'लखनऊ', 'म', 'े', 'ं', 'य', 'ु', 'प', 'ी', 'प', 'ु', 'ल', 'ि', 'स', 'पर', '#', 'द', 'े', 'श', 'ी', '_कट', '्', 'ट', 'े', 'और', '#पत', '्', 'थर', 'स', 'े', '#हमल', 'े', '😡', '@myogiadityanath', 'ज', 'ी', 'हमल', 'ा', 'करन', 'े', 'व', 'ा', '…', 'https://t.co/MtMpPuKw5C']","['ड', 'ा', 'ल', 'ी', 'ग', 'ं', 'ज', 'और', 'पर', 'ि', 'वर', '्', 'तन', 'च', 'ौ', 'क', ',', 'लखनऊ', 'म', 'े', 'ं', 'य', 'ु', 'प', 'ी', 'प', 'ु', 'ल', 'ि', 'स', 'पर', '#', 'द', 'े', 'श', 'ी', '_कट', '्', 'ट', 'े', 'और', '#पत', '्', 'थर', 'स', 'े', '#हमल', 'े', '😡', '@myogiadityanath', 'ज', 'ी', 'हमल', 'ा', 'करन', 'े', 'व', 'ा', '…', 'https://t.co/MtMpPuKw5C']",0,0,3,1,1,"डालीगंज और परिवर्तन चौक लखनऊ में युपी पुलिस पर देशी_कट्टे और पत्थर से हमले 😡

 जी हमला करने वा… ",0,31
1165,"After all current indian situation #CAAProtestors and #CAASupport 
Something special happened: https://t.co/G4psHsmckj",19-12-2019 14:58,,en,,,785,184,Just trying to making smile everyone 🙂,,1.18E+18,30-09-2019 17:51,FALSE,FALSE,https://instagram.com/ironicalmemer_?igshid=11gvachymxdwa,0,62,FALSE,,109,TRUE,Ironical memer 🇮🇳💯,,IronicalMemer_,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1178729294350057472/92QS0PRY_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['After', 'all', 'current', 'indian', 'situation', '#CAAProtestors', 'and', '#CAASupport', 'Something', 'special', 'happened', ':', 'https://t.co/G4psHsmckj']","['current', 'indian', 'situation', '#CAAProtestors', '#CAASupport', 'Something', 'special', 'happened', ':', 'https://t.co/G4psHsmckj']",0,0,2,0,1,"After all current indian situation CAAProtestors and CAASupport 
Something special happened ",1,11
1166,"I support CAA, only fake people not supporting  #CAASupport",19-12-2019 14:58,,en,,,3,173,,,2914850744,30-11-2014 15:09,FALSE,FALSE,,0,4,FALSE,,35,TRUE,S K Singh,,kaniskcom,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1016657613323489280/Q6cEsSeB_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['I', 'support', 'CAA', ',', 'only', 'fake', 'people', 'not', 'supporting', '#CAASupport']","['support', 'CAA', ',', 'fake', 'people', 'supporting', '#CAASupport']",0,0,1,0,0,I support CAA only fake people not supporting  CAASupport,0,9
1167,Wow. Loved it.,19-12-2019 14:59,,en,,,1434,789,भाजपा सेवक,Nagpur,430018446,06-12-2011 17:29,FALSE,FALSE,,0,79,FALSE,,219,FALSE,Nishidh Raichura,,Nishidh_R,TRUE,C0DEED,http://pbs.twimg.com/profile_images/1191944330518368257/zXLTf_Te_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['Wow', '.', 'Loved', 'it', '.']","['Wow', '.', 'Loved', '.']",0,0,0,0,0,Wow Loved it,0,3
1168,"Horrible Video.. Just speechless.. 
What else it is other than terrorism .. 
These people just know one language ..… https://t.co/9DvB8WKL35",19-12-2019 14:59,,en,,,83050,141698,"A Healer , An astrologer , A life coach , Consultant , A Palmist , A Motivational speaker and A friend in need for U all ..
Har Har Mahadev 🙏",India,259227061,01-03-2011 12:16,FALSE,FALSE,,158,57284,FALSE,,15496,FALSE,Karan Kapoor,,karannkapoor18,TRUE,0F0A02,http://pbs.twimg.com/profile_images/1202402851596619776/rLVZH9t1_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['Horrible', 'Video', '.', '.', 'Just', 'speechless', '.', '.', 'What', 'else', 'it', 'is', 'other', 'than', 'terrorism', '.', '.', 'These', 'people', 'just', 'know', 'one', 'language', '.', '.', '…', 'https://t.co/9DvB8WKL35']","['Horrible', 'Video', '.', '.', 'speechless', '.', '.', 'else', 'terrorism', '.', '.', 'people', 'know', 'one', 'language', '.', '.', '…', 'https://t.co/9DvB8WKL35']",0,0,0,0,1,"Horrible Video Just speechless 
What else it is other than terrorism  
These people just know one language … ",0,17
1169,@Shehla_Rashid #ISupportCAA #IndiaSupportsCAB #IndiaSupportCAA #IndiaSupportsCAA_NRC,19-12-2019 14:59,,und,,,3683,1741,"Son of 🇮🇳 
I break/build apps & Fix 🐜🕷in #code. 
Be like #java☕️, garbage collect your own mess
Laws of universe always find equilibrium🤔",India,159904102,26-06-2010 16:42,FALSE,FALSE,,0,62,FALSE,,246,FALSE,Badass Bhagwa 🇮🇳,,vmongs,FALSE,1A1B1F,http://pbs.twimg.com/profile_images/1158533161355288576/3cBBFxDB_normal.jpg,,1.21E+18,0,FALSE,Twitter for iPhone,FALSE,0,"['@Shehla_Rashid', '#ISupportCAA', '#IndiaSupportsCAB', '#IndiaSupportCAA', '#IndiaSupportsCAA_NRC']","['@Shehla_Rashid', '#ISupportCAA', '#IndiaSupportsCAB', '#IndiaSupportCAA', '#IndiaSupportsCAA_NRC']",0,0,4,1,0, ISupportCAA IndiaSupportsCAB IndiaSupportCAA IndiaSupportsCAA_NRC,0,4
1170,This is what to happen.,19-12-2019 14:59,,en,,,15,29,,"Hyderabad, India",7.11E+17,20-03-2016 05:31,FALSE,FALSE,,0,2,FALSE,,63,TRUE,Yogesh Kumar Rathi,,Yogesh_Rathi5,FALSE,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['This', 'is', 'what', 'to', 'happen', '.']","['happen', '.']",0,0,0,0,0,This is what to happen,0,5
1171,"We need more TANVEER AHMADS in HINDUSTAN 
🙏🏽",19-12-2019 14:59,,en,,,52446,69121,GRE Verbal  Sevak  & GITA upasak -Dharma Jagran Pramukh & RAM bhakth HONOURED to be followed by PIYUSH GOYAL OFFICE & BLOCKED BY PAPPU & Truschke too #GRE,"Hyderabad, India",162787206,04-07-2010 17:41,FALSE,FALSE,,6,3542,FALSE,,4993,TRUE,CHOWKIDAR krupa shanker,,krupashanker,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1060032197107695616/sd2EH_bG_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['We', 'need', 'more', 'TANVEER', 'AHMADS', 'in', 'HINDUSTAN', '🙏', '🏽']","['need', 'TANVEER', 'AHMADS', 'HINDUSTAN', '🙏', '🏽']",0,0,0,0,0,"We need more TANVEER AHMADS in HINDUSTAN 
🙏🏽",0,7
1172,UN itself is a parasite surviving on others. We know how many problems have been solved by them. They are a problem… https://t.co/XDdISSCYh7,19-12-2019 14:59,,en,,,1881,2762,Proud Kannadiga | Bharatiya |,"Bengaluru, India",145460034,19-05-2010 01:25,FALSE,FALSE,,2,59,FALSE,,431,FALSE,Harsha Aswath,,Harsha_a,FALSE,0099B9,http://pbs.twimg.com/profile_images/1189811772355698688/UFlc0eVC_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['UN', 'itself', 'is', 'a', 'parasite', 'surviving', 'on', 'others', '.', 'We', 'know', 'how', 'many', 'problems', 'have', 'been', 'solved', 'by', 'them', '.', 'They', 'are', 'a', 'problem', '…', 'https://t.co/XDdISSCYh7']","['UN', 'parasite', 'surviving', 'others', '.', 'know', 'many', 'problems', 'solved', '.', 'problem', '…', 'https://t.co/XDdISSCYh7']",0,0,0,0,1,UN itself is a parasite surviving on others We know how many problems have been solved by them They are a problem… ,0,22
1173,Down with rent a cause professional protesters with no noble motives,19-12-2019 14:59,,en,,,599,456,Liability insurance - Mitigating the Litigation Impact.,"Hyderabad, India",1497635354,10-06-2013 07:37,FALSE,FALSE,http://www.liabilityinsurancepractice.com,0,58,FALSE,,146,TRUE,Umesh Pratapa,,UPratapa,TRUE,C0DEED,http://pbs.twimg.com/profile_images/920880509865009152/eCcYVS4G_normal.jpg,,1.21E+18,0,FALSE,Twitter Web App,FALSE,0,"['Down', 'with', 'rent', 'a', 'cause', 'professional', 'protesters', 'with', 'no', 'noble', 'motives']","['rent', 'cause', 'professional', 'protesters', 'noble', 'motives']",0,0,0,0,0,Down with rent a cause professional protesters with no noble motives,0,11
1174,@dgpup देशद्रोही दंगाइयों को प्रदर्शनकारी कहना यह भी एक खतरनाक गुनाह है ये पाप भारतीय मीडिया कर रहा है। #CAAProtest #CABBill2019 #CAASupport,19-12-2019 14:59,,hi,,,6531,24949,"A Motivational speaker, Devotional singer, philosopher, I am in traveling, anchoring, photography, writing,Spreading spirituality & culture.","New Delhi, India",470812688,22-01-2012 05:28,FALSE,FALSE,https://www.youtube.com/user/vipulgargyuvaa?sub_confirmation=1,0,2106,FALSE,,1217,FALSE,Vipul Garg Yuva,,vipulgargyuva,TRUE,0,http://pbs.twimg.com/profile_images/1144163427457175553/A1zp39uO_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@dgpup', 'द', 'े', 'शद', '्', 'र', 'ो', 'ह', 'ी', 'द', 'ं', 'ग', 'ा', 'इय', 'ो', 'ं', 'क', 'ो', 'प', '्', 'रदर', '्', 'शनक', 'ा', 'र', 'ी', 'कहन', 'ा', 'यह', 'भ', 'ी', 'एक', 'खतरन', 'ा', 'क', 'ग', 'ु', 'न', 'ा', 'ह', 'ह', 'ै', 'य', 'े', 'प', 'ा', 'प', 'भ', 'ा', 'रत', 'ी', 'य', 'म', 'ी', 'ड', 'ि', 'य', 'ा', 'कर', 'रह', 'ा', 'ह', 'ै', '।', '#CAAProtest', '#CABBill2019', '#CAASupport']","['@dgpup', 'द', 'े', 'शद', '्', 'र', 'ो', 'ह', 'ी', 'द', 'ं', 'ग', 'ा', 'इय', 'ो', 'ं', 'क', 'ो', 'प', '्', 'रदर', '्', 'शनक', 'ा', 'र', 'ी', 'कहन', 'ा', 'यह', 'भ', 'ी', 'एक', 'खतरन', 'ा', 'क', 'ग', 'ु', 'न', 'ा', 'ह', 'ह', 'ै', 'य', 'े', 'प', 'ा', 'प', 'भ', 'ा', 'रत', 'ी', 'य', 'म', 'ी', 'ड', 'ि', 'य', 'ा', 'कर', 'रह', 'ा', 'ह', 'ै', '।', '#CAAProtest', '#CABBill2019', '#CAASupport']",0,0,3,1,0, देशद्रोही दंगाइयों को प्रदर्शनकारी कहना यह भी एक खतरनाक गुनाह है ये पाप भारतीय मीडिया कर रहा है। CAAProtest CABBill2019 CAASupport,0,37
1175,दिल्ली में पुलिस की बर्बरता के खिलाफ आवाज़ उठाने वाले अब मुंह मे दही जमा कर बैठे हैं। #Hypocrites #CAASupport,19-12-2019 14:59,,hi,,,633,384,Not a Urban Naxal,New Delhi,458292541,08-01-2012 11:48,FALSE,FALSE,,0,361,FALSE,,131,TRUE,महिपाल सिंह चौहान,,MahipalSingh42,TRUE,C0DEED,http://pbs.twimg.com/profile_images/902110724863909888/FZt7-dzh_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['द', 'ि', 'ल', '्', 'ल', 'ी', 'म', 'े', 'ं', 'प', 'ु', 'ल', 'ि', 'स', 'क', 'ी', 'बर', '्', 'बरत', 'ा', 'क', 'े', 'ख', 'ि', 'ल', 'ा', 'फ', 'आव', 'ा', 'ज', '़', 'उठ', 'ा', 'न', 'े', 'व', 'ा', 'ल', 'े', 'अब', 'म', 'ु', 'ं', 'ह', 'म', 'े', 'दह', 'ी', 'जम', 'ा', 'कर', 'ब', 'ै', 'ठ', 'े', 'ह', 'ै', 'ं', '।', '#Hypocrites', '#CAASupport']","['द', 'ि', 'ल', '्', 'ल', 'ी', 'म', 'े', 'ं', 'प', 'ु', 'ल', 'ि', 'स', 'क', 'ी', 'बर', '्', 'बरत', 'ा', 'क', 'े', 'ख', 'ि', 'ल', 'ा', 'फ', 'आव', 'ा', 'ज', '़', 'उठ', 'ा', 'न', 'े', 'व', 'ा', 'ल', 'े', 'अब', 'म', 'ु', 'ं', 'ह', 'म', 'े', 'दह', 'ी', 'जम', 'ा', 'कर', 'ब', 'ै', 'ठ', 'े', 'ह', 'ै', 'ं', '।', '#Hypocrites', '#CAASupport']",0,0,2,0,0,दिल्ली में पुलिस की बर्बरता के खिलाफ आवाज़ उठाने वाले अब मुंह मे दही जमा कर बैठे हैं। Hypocrites CAASupport,0,32
1176,"Anti-CAA protests: Bengaluru man dislocates shoulder after cops allegedly manhandle him

https://t.co/jBYy8p9TA4

#CAASupport",19-12-2019 14:59,,en,,,2245,4317,അതെ ചെറുത്തു നിൽപ്പ് സാധ്യമാണ്,,56758804,14-07-2009 17:37,FALSE,FALSE,,0,113,FALSE,,1355,FALSE,antokannan,,antokannankt,TRUE,EDECE9,http://pbs.twimg.com/profile_images/1177124464267448321/QkCf5gI9_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['Anti-CAA', 'protests', ':', 'Bengaluru', 'man', 'dislocates', 'shoulder', 'after', 'cops', 'allegedly', 'manhandle', 'him', 'https://t.co/jBYy8p9TA4', '#CAASupport']","['Anti-CAA', 'protests', ':', 'Bengaluru', 'man', 'dislocates', 'shoulder', 'cops', 'allegedly', 'manhandle', 'https://t.co/jBYy8p9TA4', '#CAASupport']",0,0,1,0,1,"Anti-CAA protests Bengaluru man dislocates shoulder after cops allegedly manhandle him


CAASupport",1,13
1177,#CAASupport https://t.co/SfFdeTWKc3,19-12-2019 14:59,,und,,,642,311,"A Simple Guy With A Knack For Digital Marketing.
#Seo | #Sem | #socialmedia | #growthhacking | #digitalmarketing","Mumbai, India",287032432,24-04-2011 05:35,FALSE,FALSE,http://nextotech.com,1,47,FALSE,,124,TRUE,Ankit Yadav,,ankityadav_1989,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1196851806086647808/SSUUfbAM_normal.jpg,,1.21E+18,0,FALSE,Twitter Web App,FALSE,0,"['#CAASupport', 'https://t.co/SfFdeTWKc3']","['#CAASupport', 'https://t.co/SfFdeTWKc3']",0,0,1,0,1,CAASupport ,0,1
1178,This is the Reality @INCIndia do not promote your false political agenda #CAASupport #CitizenshipAmmendmentAct… https://t.co/NiFyKJG3lo,19-12-2019 14:59,,en,,,12,145,"Branding ,Promotions,Creative ,Ad Maker and Film Maker",Pune,1919818578,30-09-2013 12:01,FALSE,FALSE,http://www.photosyntesis.com,3,222,FALSE,,369,FALSE,Mayank Saxena,,imayank_saxena,FALSE,0,http://pbs.twimg.com/profile_images/1081175016996200449/0RV3_IiK_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['This', 'is', 'the', 'Reality', '@INCIndia', 'do', 'not', 'promote', 'your', 'false', 'political', 'agenda', '#CAASupport', '#CitizenshipAmmendmentAct', '…', 'https://t.co/NiFyKJG3lo']","['Reality', '@INCIndia', 'promote', 'false', 'political', 'agenda', '#CAASupport', '#CitizenshipAmmendmentAct', '…', 'https://t.co/NiFyKJG3lo']",0,0,2,1,1,This is the Reality  do not promote your false political agenda CAASupport CitizenshipAmmendmentAct… ,0,13
1179,"#ISupportCAA 
#CitizenshipAmmendmentAct 
#CAA_NRC 
#CAASupport 
#CitizenshipAmendmentBill2019 
#CAA_NRC",19-12-2019 14:59,,und,,,3777,4723,"एक भारतीय - हिन्दू

~ भोले भक्त~ भारत हमको जान से प्यारा है🇮🇳
ॐ नमःशिवाय 🚩 ':भारत माता की जय''':

सत्य और सनातन के निरन्तर खोज में ।

भक्त of National father","Varanasi, India",4840552945,31-01-2016 15:51,FALSE,FALSE,,3,423,FALSE,,179,TRUE,नीरज कुमार पाठक🇮🇳,,neerajplive,TRUE,F5F8FA,http://pbs.twimg.com/profile_images/1185933042591776768/aaX-12-S_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['#ISupportCAA', '#CitizenshipAmmendmentAct', '#CAA_NRC', '#CAASupport', '#CitizenshipAmendmentBill2019', '#CAA_NRC']","['#ISupportCAA', '#CitizenshipAmmendmentAct', '#CAA_NRC', '#CAASupport', '#CitizenshipAmendmentBill2019', '#CAA_NRC']",0,0,6,0,0,"ISupportCAA 
CitizenshipAmmendmentAct 
CAA_NRC 
CAASupport 
CitizenshipAmendmentBill2019 
CAA_NRC",0,6
1180,@TajinderBagga @myogiadityanath @narendramodi Just like you gave khuli chutt to our Army against Pakistan pulwama t… https://t.co/yNvKNqrgXz,19-12-2019 14:59,,en,,,702,46,He says what He means and He means what He says!,,7.18E+17,06-04-2016 11:00,FALSE,FALSE,,0,15,FALSE,,133,TRUE,Miraj Shah,,miraj_max,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1186621532736372736/ctQOE7G__normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@TajinderBagga', '@myogiadityanath', '@narendramodi', 'Just', 'like', 'you', 'gave', 'khuli', 'chutt', 'to', 'our', 'Army', 'against', 'Pakistan', 'pulwama', 't', '…', 'https://t.co/yNvKNqrgXz']","['@TajinderBagga', '@myogiadityanath', '@narendramodi', 'like', 'gave', 'khuli', 'chutt', 'Army', 'Pakistan', 'pulwama', '…', 'https://t.co/yNvKNqrgXz']",0,0,0,3,1,   Just like you gave khuli chutt to our Army against Pakistan pulwama t… ,0,13
1181,"Very well decision 🎯.

‘Will Seize Property Of Every Rioter And Use Its Funds To Repair Damage’: #YogiAdithyanath A… https://t.co/AWQrsTsB0Q",19-12-2019 14:59,,en,,,9176,18552,Nationalist - Writer #ChaitanyaWritings -  AspiringFilmmaker - ScienceExplorer - HistoryEnthusiastic - VedantaLearner - PoliticalThinker - Futurist -Sarcasm -📸,"Hyderabad, India",139081871,01-05-2010 13:53,FALSE,FALSE,http://www.facebook.com/ChaitanyaWritings,39,834,FALSE,,318,FALSE,Chaitanya Advaita A 🇮🇳 (చైతన్య అద్వైత),,ChaitanyaAdvait,TRUE,FA743E,http://pbs.twimg.com/profile_images/1196308372183605249/ETK4qaak_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['Very', 'well', 'decision', '🎯', '.', '‘', 'Will', 'Seize', 'Property', 'Of', 'Every', 'Rioter', 'And', 'Use', 'Its', 'Funds', 'To', 'Repair', 'Damage', '’', ':', '#YogiAdithyanath', 'A', '…', 'https://t.co/AWQrsTsB0Q']","['well', 'decision', '🎯', '.', '‘', 'Seize', 'Property', 'Every', 'Rioter', 'Use', 'Funds', 'Repair', 'Damage', '’', ':', '#YogiAdithyanath', '…', 'https://t.co/AWQrsTsB0Q']",0,0,1,0,1,"Very well decision 🎯

‘Will Seize Property Of Every Rioter And Use Its Funds To Repair Damage’ YogiAdithyanath A… ",1,18
1182,"पटना बाढ़ के समय पप्पू जादो ने जो भी इज़्ज़त कमाई थी, #CAB का विरोध कर उसपे खुद ही हग लिया😂

#ISupportCAA… https://t.co/KUNqGOugqI",19-12-2019 14:59,,hi,,,67009,52233,Follow Me Follow back 💯%🚩 #जय #श्रीराम followed by @sunariwal_MLA @Dr_SimranSingh @AlokTiwari9335 @ypssisodiya @SatishSharmaMla @PiyushGoyalOffc @MadhuMishra_,अयोध्या दिल्ली गुरुग्राम 🇮🇳,2946067253,28-12-2014 16:53,FALSE,FALSE,http://bjp.in,5,17363,FALSE,,12757,TRUE,प्रवीण तिवारी बीजेपी 🇮🇳🚩💯+💯,,parveentiwary11,TRUE,C0DEED,http://pbs.twimg.com/profile_images/1121006008095203328/NxJey9wO_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['पटन', 'ा', 'ब', 'ा', 'ढ', '़', 'क', 'े', 'समय', 'पप', '्', 'प', 'ू', 'ज', 'ा', 'द', 'ो', 'न', 'े', 'ज', 'ो', 'भ', 'ी', 'इज', '़', '्', 'ज', '़', 'त', 'कम', 'ा', 'ई', 'थ', 'ी', ',', '#CAB', 'क', 'ा', 'व', 'ि', 'र', 'ो', 'ध', 'कर', 'उसप', 'े', 'ख', 'ु', 'द', 'ह', 'ी', 'हग', 'ल', 'ि', 'य', 'ा', '😂', '#ISupportCAA', '…', 'https://t.co/KUNqGOugqI']","['पटन', 'ा', 'ब', 'ा', 'ढ', '़', 'क', 'े', 'समय', 'पप', '्', 'प', 'ू', 'ज', 'ा', 'द', 'ो', 'न', 'े', 'ज', 'ो', 'भ', 'ी', 'इज', '़', '्', 'ज', '़', 'त', 'कम', 'ा', 'ई', 'थ', 'ी', ',', '#CAB', 'क', 'ा', 'व', 'ि', 'र', 'ो', 'ध', 'कर', 'उसप', 'े', 'ख', 'ु', 'द', 'ह', 'ी', 'हग', 'ल', 'ि', 'य', 'ा', '😂', '#ISupportCAA', '…', 'https://t.co/KUNqGOugqI']",0,0,2,0,1,"पटना बाढ़ के समय पप्पू जादो ने जो भी इज़्ज़त कमाई थी CAB का विरोध कर उसपे खुद ही हग लिया😂

ISupportCAA… ",0,32
1183,plz like my page on FB https://t.co/KXJFomTgx7  #Emergency2019  #MumbaikarsAgainstCAB #CAASupport #internetshutdown… https://t.co/PlqZtJJgMu,19-12-2019 14:59,,en,,,6328,15477,"Writing dreams. Dreams of writing.

Tiktok ID: @shivangipuri 
Insta: @purishivu",Global,176416189,09-08-2010 13:43,FALSE,FALSE,,12,601,FALSE,,827,FALSE,shivangi,,Shivupuri,FALSE,0099B9,http://pbs.twimg.com/profile_images/1145339380329897985/apKfYzb5_normal.jpg,,1.21E+18,0,FALSE,Twitter Web App,FALSE,0,"['plz', 'like', 'my', 'page', 'on', 'FB', 'https://t.co/KXJFomTgx7', '#Emergency2019', '#MumbaikarsAgainstCAB', '#CAASupport', '#internetshutdown', '…', 'https://t.co/PlqZtJJgMu']","['plz', 'like', 'page', 'FB', 'https://t.co/KXJFomTgx7', '#Emergency2019', '#MumbaikarsAgainstCAB', '#CAASupport', '#internetshutdown', '…', 'https://t.co/PlqZtJJgMu']",0,0,4,0,2,plz like my page on FB  Emergency2019  MumbaikarsAgainstCAB CAASupport internetshutdown… ,0,10
1184,@ruchiks127 #CAASupport #IndiaWithCAB #IndiaSupportCAA #IslamSeAzaadi,19-12-2019 14:59,,und,,,0,13,,,1.21E+18,19-12-2019 11:24,FALSE,FALSE,,0,0,FALSE,,5,TRUE,Yajnesh,,Yajnesh48847178,FALSE,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@ruchiks127', '#CAASupport', '#IndiaWithCAB', '#IndiaSupportCAA', '#IslamSeAzaadi']","['@ruchiks127', '#CAASupport', '#IndiaWithCAB', '#IndiaSupportCAA', '#IslamSeAzaadi']",0,0,4,1,0, CAASupport IndiaWithCAB IndiaSupportCAA IslamSeAzaadi,0,4
1185,#ISupportCAA,19-12-2019 14:59,,und,,,826,53,Vasudhaiva Kutumbakam,,1.09E+18,19-01-2019 10:49,FALSE,FALSE,,0,25,FALSE,,85,TRUE,Rashmi Ranjan Behera,,RashmiR05290350,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1086579919608397824/d387CPyr_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,['#ISupportCAA'],['#ISupportCAA'],0,0,1,0,0,ISupportCAA,0,1
1186,I will not support till my last breath#CAASupport,19-12-2019 14:59,,en,,,26,33,I am indian and human,India,1907229702,26-09-2013 09:14,FALSE,FALSE,,0,0,FALSE,,3,TRUE,Shahfaisal,,Shahfaisal174,FALSE,C0DEED,http://pbs.twimg.com/profile_images/1204304770707492865/1sXxl5GQ_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['I', 'will', 'not', 'support', 'till', 'my', 'last', 'breath', '#CAASupport']","['support', 'till', 'last', 'breath', '#CAASupport']",0,0,1,0,0,I will not support till my last breathCAASupport,0,8
1187,@Atheist_Krishna https://t.co/vZGMgamI7y,19-12-2019 14:59,,und,,,300,93,"You're not following me, How dare you? 
Followers are coming, whether you like it or not.",,7.46E+17,24-06-2016 08:46,FALSE,FALSE,,0,12,FALSE,,45,TRUE,Pawan Bhakar,,BhakarPawan,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1151829927634690048/wFSil0bv_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['@Atheist_Krishna', 'https://t.co/vZGMgamI7y']","['@Atheist_Krishna', 'https://t.co/vZGMgamI7y']",0,0,0,1,1, ,0,0
1188,"#CAASupport #CAA_NRC #CAAProtests 

अगर इनमें से कोई भी सर्टिफिकेट आपके पास नहीं है तो आप सही में घुसपैठिए ही होंगे… https://t.co/KARH0novR5",19-12-2019 14:59,,hi,,,569,3613,"Crush on Badminton, Flirting with Tennis, Having an affair with Football, 
Forever in love with Cricket.",Bihar | Delhi,1.01E+18,05-07-2018 12:28,FALSE,FALSE,,0,81,FALSE,,38,TRUE,Chandan 🇮🇳,,TilaiyanCKS,FALSE,F5F8FA,http://pbs.twimg.com/profile_images/1203214867039023105/KqBKlSy7_normal.jpg,,1.21E+18,0,FALSE,Twitter for Android,FALSE,0,"['#CAASupport', '#CAA_NRC', '#CAAProtests', 'अगर', 'इनम', 'े', 'ं', 'स', 'े', 'क', 'ो', 'ई', 'भ', 'ी', 'सर', '्', 'ट', 'ि', 'फ', 'ि', 'क', 'े', 'ट', 'आपक', 'े', 'प', 'ा', 'स', 'नह', 'ी', 'ं', 'ह', 'ै', 'त', 'ो', 'आप', 'सह', 'ी', 'म', 'े', 'ं', 'घ', 'ु', 'सप', 'ै', 'ठ', 'ि', 'ए', 'ह', 'ी', 'ह', 'ो', 'ं', 'ग', 'े', '…', 'https://t.co/KARH0novR5']","['#CAASupport', '#CAA_NRC', '#CAAProtests', 'अगर', 'इनम', 'े', 'ं', 'स', 'े', 'क', 'ो', 'ई', 'भ', 'ी', 'सर', '्', 'ट', 'ि', 'फ', 'ि', 'क', 'े', 'ट', 'आपक', 'े', 'प', 'ा', 'स', 'नह', 'ी', 'ं', 'ह', 'ै', 'त', 'ो', 'आप', 'सह', 'ी', 'म', 'े', 'ं', 'घ', 'ु', 'सप', 'ै', 'ठ', 'ि', 'ए', 'ह', 'ी', 'ह', 'ो', 'ं', 'ग', 'े', '…', 'https://t.co/KARH0novR5']",0,0,3,0,1,"CAASupport CAA_NRC CAAProtests 

अगर इनमें से कोई भी सर्टिफिकेट आपके पास नहीं है तो आप सही में घुसपैठिए ही होंगे… ",0,30
